,year,gameid,league,teamname,side,ban1,ban2,ban3,ban4,ban5,pick1,pick2,pick3,pick4,pick5,result
19,2017,1510-1560,LPL,I May,Red,LeBlanc,Rengar,Malzahar,Cassiopeia,Orianna,Darius,Lee Sin,Ryze,Ashe,Zyra,1
20,2017,1510-1561,LPL,LGD Gaming,Blue,Jhin,Lee Sin,Ryze,Zyra,Tahm Kench,Camille,Kha'Zix,Corki,Caitlyn,Karma,1
21,2017,1510-1561,LPL,I May,Red,Rengar,LeBlanc,Malzahar,Syndra,Ahri,Poppy,Rek'Sai,Orianna,Ashe,Nami,0
22,2017,1510-1562,LPL,I May,Blue,Corki,Malzahar,Syndra,Karma,Caitlyn,Maokai,Lee Sin,Ryze,Jhin,Tahm Kench,1
23,2017,1510-1562,LPL,LGD Gaming,Red,Rengar,Camille,LeBlanc,Ashe,Zyra,Fiora,Elise,Orianna,Kog'Maw,Miss Fortune,0
24,2017,1511-1563,LPL,Snake Esports,Blue,Malzahar,LeBlanc,Lee Sin,Ashe,Jhin,Nautilus,Rek'Sai,Cassiopeia,Varus,Tahm Kench,1
25,2017,1511-1563,LPL,Invictus Gaming,Red,Rengar,Camille,Zyra,Karma,Jayce,Maokai,Elise,Ryze,Ezreal,Trundle,0
26,2017,1511-1564,LPL,Invictus Gaming,Blue,Jayce,Malzahar,Jhin,Nautilus,Thresh,Trundle,Rek'Sai,Syndra,Ashe,Zyra,1
27,2017,1511-1564,LPL,Snake Esports,Red,LeBlanc,Rengar,Camille,Tahm Kench,Singed,Maokai,Lee Sin,Corki,Varus,Karma,0
28,2017,1511-1565,LPL,Snake Esports,Blue,LeBlanc,Syndra,Lee Sin,Jayce,,Nautilus,Kha'Zix,Orianna,Jhin,Zyra,1
29,2017,1511-1565,LPL,Invictus Gaming,Red,Rengar,Camille,Malzahar,Caitlyn,Ashe,Maokai,Rek'Sai,Ryze,Varus,Miss Fortune,0
30,2017,1512-1566,LPL,Royal Never Give Up,Blue,Malzahar,Ryze,Maokai,Varus,Jhin,Nautilus,Vi,Syndra,Ashe,Miss Fortune,0
31,2017,1512-1566,LPL,Oh My God,Red,Rengar,Camille,LeBlanc,Kha'Zix,Elise,Gangplank,Lee Sin,Ahri,Caitlyn,Zyra,1
32,2017,1512-1567,LPL,Oh My God,Blue,Ryze,Camille,Zyra,Orianna,Thresh,Gangplank,Lee Sin,Syndra,Jhin,Tahm Kench,0
33,2017,1512-1567,LPL,Royal Never Give Up,Red,LeBlanc,Rengar,Malzahar,Nautilus,Poppy,Maokai,Kha'Zix,Ekko,Varus,Trundle,1
34,2017,1512-1568,LPL,Royal Never Give Up,Blue,Malzahar,Ryze,Maokai,Ahri,Nautilus,Kled,Elise,Syndra,Jhin,Miss Fortune,1
35,2017,1512-1568,LPL,Oh My God,Red,Rengar,LeBlanc,Camille,Ashe,Poppy,Rumble,Kha'Zix,Corki,Varus,Zyra,0
36,2017,1513-1569,LPL,QG Reapers,Blue,Jayce,Malzahar,Camille,Caitlyn,Jhin,Maokai,Lee Sin,Ryze,Sivir,Thresh,1
37,2017,1513-1569,LPL,Game Talents,Red,LeBlanc,Rengar,Zyra,Kalista,Varus,Singed,Kha'Zix,Orianna,Ashe,Tahm Kench,0
38,2017,1513-1570,LPL,QG Reapers,Blue,Jayce,Malzahar,Camille,Caitlyn,Ashe,Maokai,Lee Sin,Karma,Jhin,Tahm Kench,1
39,2017,1513-1570,LPL,Game Talents,Red,LeBlanc,Rengar,Ryze,Zyra,Miss Fortune,Fiora,Rek'Sai,Syndra,Varus,Trundle,0
40,2017,1514-1571,LPL,Vici Gaming,Blue,Ryze,Maokai,LeBlanc,Jayce,Ashe,Rumble,Rek'Sai,Syndra,Ezreal,Miss Fortune,1
41,2017,1514-1571,LPL,Newbee,Red,Elise,Rengar,Camille,Jhin,Varus,Nautilus,Lee Sin,Corki,Caitlyn,Zyra,0
42,2017,1514-1572,LPL,Newbee,Blue,Elise,Rumble,Ryze,Tahm Kench,Orianna,Kennen,Kha'Zix,Syndra,Jhin,Malzahar,1
43,2017,1514-1572,LPL,Vici Gaming,Red,Rengar,Camille,LeBlanc,Nautilus,Trundle,Maokai,Rek'Sai,Karma,Ashe,Zyra,0
44,2017,1514-1573,LPL,Vici Gaming,Blue,LeBlanc,Kha'Zix,Malzahar,Jhin,Ashe,Shen,Olaf,Syndra,Varus,Karma,1
45,2017,1514-1573,LPL,Newbee,Red,Camille,Rengar,Tahm Kench,Rek'Sai,Elise,Maokai,Lee Sin,Ryze,Sivir,Nami,0
46,2017,1515-1574,LPL,EDward Gaming,Blue,Maokai,Corki,Rengar,Miss Fortune,Tahm Kench,Jayce,Kha'Zix,Cassiopeia,Jhin,Zyra,1
47,2017,1515-1574,LPL,Team WE,Red,Camille,LeBlanc,Syndra,Varus,Ashe,Poppy,Elise,Ryze,Caitlyn,Thresh,0
48,2017,1515-1575,LPL,Team WE,Blue,Kha'Zix,Miss Fortune,Tahm Kench,Jayce,Elise,Nautilus,Lee Sin,LeBlanc,Sivir,Malzahar,0
49,2017,1515-1575,LPL,EDward Gaming,Red,Rengar,Camille,Maokai,Ashe,Caitlyn,Poppy,Vi,Ryze,Varus,Zyra,1
50,2017,1516-1594,LPL,I May,Blue,Malzahar,Jayce,Syndra,Cassiopeia,Ryze,Darius,Lee Sin,Corki,Caitlyn,Camille,0
51,2017,1516-1594,LPL,Snake Esports,Red,LeBlanc,Rengar,Zyra,Jhin,Ashe,Singed,Kha'Zix,Viktor,Varus,Tahm Kench,1
52,2017,1516-1597,LPL,Snake Esports,Blue,Malzahar,LeBlanc,Zyra,Kennen,Darius,Maokai,Kha'Zix,Viktor,Jhin,Tahm Kench,1
53,2017,1516-1597,LPL,I May,Red,Rengar,Camille,Jayce,Syndra,Cassiopeia,Shen,Lee Sin,Corki,Varus,Karma,0
54,2017,1517-1599,LPL,LGD Gaming,Blue,Gangplank,Maokai,LeBlanc,Poppy,Lee Sin,Jayce,Ivern,Ziggs,Sivir,Malzahar,1
55,2017,1517-1599,LPL,Oh My God,Red,Rengar,Camille,Kha'Zix,Orianna,Syndra,Shen,Olaf,Corki,Varus,Zyra,0
56,2017,1517-1600,LPL,Oh My God,Blue,Ivern,Malzahar,Camille,Ziggs,Orianna,Poppy,Rengar,Cassiopeia,Jhin,Miss Fortune,0
57,2017,1517-1600,LPL,LGD Gaming,Red,Gangplank,Maokai,LeBlanc,Ryze,Syndra,Shen,Kha'Zix,Ekko,Caitlyn,Zyra,1
58,2017,1518-1605,LPL,EDward Gaming,Blue,Jayce,Singed,Camille,Ashe,Jhin,Maokai,Lee Sin,Azir,Varus,Miss Fortune,0
59,2017,1518-1605,LPL,Game Talents,Red,Rengar,LeBlanc,Zyra,Orianna,Corki,Kled,Kha'Zix,Ryze,Caitlyn,Malzahar,1
60,2017,1518-1608,LPL,Game Talents,Blue,Varus,Kha'Zix,Orianna,Zyra,Miss Fortune,Maokai,Malzahar,Ryze,Sivir,Taric,0
61,2017,1518-1608,LPL,EDward Gaming,Red,Camille,Rengar,LeBlanc,Lee Sin,Rek'Sai,Jayce,Elise,Syndra,Ashe,Tahm Kench,1
62,2017,1518-1609,LPL,EDward Gaming,Blue,Jayce,Singed,Kha'Zix,Ashe,Caitlyn,Poppy,Elise,Syndra,Varus,Miss Fortune,1
63,2017,1518-1609,LPL,Game Talents,Red,LeBlanc,Camille,Rengar,Zyra,Orianna,Maokai,Lee Sin,Ryze,Jhin,Malzahar,0
64,2017,1519-1611,LPL,Vici Gaming,Blue,Varus,LeBlanc,Rengar,Kennen,Maokai,Jayce,Ivern,Cassiopeia,Caitlyn,Tahm Kench,1
65,2017,1519-1611,LPL,QG Reapers,Red,Syndra,Zyra,Camille,Orianna,Elise,Shen,Kha'Zix,Ryze,Jhin,Braum,0
66,2017,1519-1612,LPL,QG Reapers,Blue,Ivern,Syndra,Jayce,Zyra,Tahm Kench,Maokai,Kha'Zix,Ryze,Sivir,Bard,1
67,2017,1519-1612,LPL,Vici Gaming,Red,LeBlanc,Rengar,Camille,Varus,Thresh,Shen,Elise,Cassiopeia,Caitlyn,Karma,0
68,2017,1519-1613,LPL,Vici Gaming,Blue,Maokai,LeBlanc,Rengar,Cassiopeia,Varus,Singed,Kha'Zix,Ryze,Ashe,Tahm Kench,0
69,2017,1519-1613,LPL,QG Reapers,Red,Syndra,Jayce,Ivern,Caitlyn,Shen,Camille,Elise,Karma,Jhin,Bard,1
70,2017,1520-1614,LPL,Royal Never Give Up,Blue,Maokai,Kha'Zix,Singed,Miss Fortune,Tahm Kench,Jayce,Ivern,Orianna,Jhin,Zyra,1
71,2017,1520-1614,LPL,Snake Esports,Red,LeBlanc,Rengar,Camille,Syndra,Cassiopeia,Fiora,Rek'Sai,Corki,Varus,Thresh,0
72,2017,1520-1615,LPL,Snake Esports,Blue,Ivern,Jayce,Zyra,LeBlanc,Ashe,Nautilus,Lee Sin,Corki,Varus,Thresh,0
73,2017,1520-1615,LPL,Royal Never Give Up,Red,Rengar,Jhin,Camille,Fiora,Shen,Maokai,Kha'Zix,Syndra,Sivir,Miss Fortune,1
74,2017,1521-1616,LPL,I May,Blue,Maokai,Varus,LeBlanc,Syndra,Corki,Nautilus,Elise,Orianna,Ashe,Miss Fortune,0
75,2017,1521-1616,LPL,Oh My God,Red,Rengar,Camille,Kha'Zix,Jayce,Cassiopeia,Shen,Lee Sin,Ryze,Jhin,Malzahar,1
76,2017,1521-1617,LPL,Oh My God,Blue,Kha'Zix,Camille,Ryze,Orianna,Shen,Maokai,Graves,Corki,Jhin,Zyra,1
77,2017,1521-1617,LPL,I May,Red,Rengar,LeBlanc,Malzahar,Elise,Syndra,Singed,Lee Sin,Cassiopeia,Varus,Miss Fortune,0
78,2017,1522-1618,LPL,Invictus Gaming,Blue,Caitlyn,Shen,Varus,Ivern,Orianna,Nautilus,Kha'Zix,Katarina,Ashe,Zyra,1
79,2017,1522-1618,LPL,LGD Gaming,Red,Camille,Rengar,LeBlanc,Ryze,Corki,Maokai,Olaf,Syndra,Sivir,Malzahar,0
80,2017,1522-1619,LPL,LGD Gaming,Blue,Zyra,LeBlanc,Camille,Jayce,Tahm Kench,Maokai,Elise,Kassadin,Ezreal,Malzahar,0
81,2017,1522-1619,LPL,Invictus Gaming,Red,Caitlyn,Sivir,Miss Fortune,Orianna,Ryze,Shen,Rengar,Katarina,Varus,Lulu,1
82,2017,1523-1620,LPL,EDward Gaming,Blue,Kha'Zix,Jayce,Camille,Caitlyn,Jhin,Poppy,Lee Sin,LeBlanc,Ashe,Zyra,0
83,2017,1523-1620,LPL,Newbee,Red,Syndra,Varus,Rengar,Shen,Elise,Maokai,Rek'Sai,Ryze,Ezreal,Malzahar,1
84,2017,1523-1621,LPL,Newbee,Blue,Syndra,Ryze,Kha'Zix,Jhin,Ashe,Shen,Rek'Sai,Corki,Varus,Zyra,1
85,2017,1523-1621,LPL,EDward Gaming,Red,Camille,LeBlanc,Rengar,Maokai,Orianna,Gangplank,Elise,Jayce,Ezreal,Miss Fortune,0
86,2017,1524-1622,LPL,Vici Gaming,Blue,Ryze,LeBlanc,Varus,Singed,Maokai,Camille,Elise,Jayce,Jhin,Tahm Kench,1
87,2017,1524-1622,LPL,Game Talents,Red,Syndra,Ivern,Shen,Zyra,Miss Fortune,Poppy,Kha'Zix,Orianna,Caitlyn,Malzahar,0
88,2017,1524-1623,LPL,Game Talents,Blue,Ivern,Varus,Kha'Zix,Orianna,Shen,Jayce,Rek'Sai,Ryze,Caitlyn,Tahm Kench,0
89,2017,1524-1623,LPL,Vici Gaming,Red,LeBlanc,Camille,Rengar,Miss Fortune,Zyra,Maokai,Olaf,Syndra,Jhin,Malzahar,1
90,2017,1525-1624,LPL,Team WE,Blue,Varus,Camille,Kha'Zix,Tahm Kench,Lee Sin,Shen,Rengar,Kassadin,Jhin,Malzahar,1
91,2017,1525-1624,LPL,QG Reapers,Red,Zyra,Jayce,Caitlyn,Ryze,Syndra,Maokai,Graves,LeBlanc,Sivir,Thresh,0
92,2017,1525-1625,LPL,QG Reapers,Blue,Zyra,Malzahar,Jayce,LeBlanc,Miss Fortune,Maokai,Lee Sin,Ryze,Ezreal,Trundle,1
93,2017,1525-1625,LPL,Team WE,Red,Camille,Kha'Zix,Rengar,Varus,Ashe,Shen,Rek'Sai,Corki,Jhin,Thresh,0
94,2017,1525-1626,LPL,Team WE,Blue,Maokai,Ryze,Camille,Corki,Jayce,Shen,Kha'Zix,LeBlanc,Varus,Bard,0
95,2017,1525-1626,LPL,QG Reapers,Red,Zyra,Malzahar,Rengar,Miss Fortune,Thresh,Trundle,Lee Sin,Karma,Jhin,Tahm Kench,1
96,2017,1526-1647,LPL,Newbee,Blue,Karma,Ryze,Camille,Sivir,Thresh,Shen,Rengar,Jayce,Ezreal,Nami,1
97,2017,1526-1647,LPL,QG Reapers,Red,Zyra,Malzahar,Varus,Tahm Kench,Braum,Maokai,Kha'Zix,LeBlanc,Jhin,Bard,0
98,2017,1526-1648,LPL,QG Reapers,Blue,Zyra,Malzahar,Jayce,Varus,Corki,Maokai,Rengar,LeBlanc,Jhin,Thresh,1
99,2017,1526-1648,LPL,Newbee,Red,Ryze,Camille,Tahm Kench,Cassiopeia,Syndra,Shen,Kha'Zix,Kassadin,Ezreal,Karma,0
100,2017,1526-1649,LPL,Newbee,Blue,Karma,Ryze,LeBlanc,Cassiopeia,Syndra,Camille,Ivern,Jayce,Varus,Braum,1
101,2017,1526-1649,LPL,QG Reapers,Red,Zyra,Malzahar,Rengar,Rek'Sai,Elise,Maokai,Kha'Zix,Corki,Jhin,Tahm Kench,0
102,2017,1527-1651,LPL,Team WE,Blue,Jayce,Ryze,Camille,Tahm Kench,Kennen,Nautilus,Rengar,Karma,Caitlyn,Malzahar,1
103,2017,1527-1651,LPL,Game Talents,Red,Shen,Maokai,Poppy,Kassadin,Syndra,Kled,Kha'Zix,LeBlanc,Varus,Zyra,0
104,2017,1527-1653,LPL,Game Talents,Blue,Shen,Maokai,Rengar,Ryze,Varus,Kled,Vi,LeBlanc,Caitlyn,Zyra,0
105,2017,1527-1653,LPL,Team WE,Red,Jayce,Camille,Malzahar,Kennen,Elise,Nautilus,Kha'Zix,Kassadin,Ashe,Miss Fortune,1
106,2017,1528-1658,LPL,Royal Never Give Up,Blue,Shen,LeBlanc,Rengar,Ryze,Renekton,Camille,Rumble,Jayce,Miss Fortune,Zyra,0
107,2017,1528-1658,LPL,Invictus Gaming,Red,Caitlyn,Jhin,Kha'Zix,Ivern,Olaf,Fiora,Elise,Orianna,Varus,Karma,1
108,2017,1528-1659,LPL,Invictus Gaming,Blue,Caitlyn,Jhin,Malzahar,Ashe,Sivir,Renekton,Rek'Sai,Orianna,Varus,Karma,0
109,2017,1528-1659,LPL,Royal Never Give Up,Red,Rengar,LeBlanc,Kha'Zix,Miss Fortune,Tahm Kench,Camille,Elise,Ryze,Ezreal,Zyra,1
110,2017,1528-1662,LPL,Royal Never Give Up,Blue,Kha'Zix,Elise,LeBlanc,Miss Fortune,Tahm Kench,Camille,Ivern,Syndra,Jhin,Zyra,1
111,2017,1528-1662,LPL,Invictus Gaming,Red,Caitlyn,Rengar,Ryze,Orianna,Sivir,Fiora,Rek'Sai,Taliyah,Varus,Karma,0
112,2017,1529-1665,LPL,Snake Esports,Blue,Jayce,Ivern,Malzahar,Ekko,LeBlanc,Kennen,Elise,Aurelion Sol,Jhin,Zyra,0
113,2017,1529-1665,LPL,LGD Gaming,Red,Rengar,Camille,Kha'Zix,Corki,Syndra,Maokai,Rek'Sai,Orianna,Caitlyn,Miss Fortune,1
114,2017,1529-1666,LPL,LGD Gaming,Blue,Varus,Malzahar,Kennen,Corki,Tahm Kench,Camille,Rek'Sai,Syndra,Caitlyn,Nami,1
115,2017,1529-1666,LPL,Snake Esports,Red,Rengar,Jayce,Ivern,Orianna,Zyra,Singed,Kha'Zix,Ryze,Jhin,Karma,0
116,2017,1530-1667,LPL,Team WE,Blue,Ivern,Malzahar,Olaf,Cassiopeia,Syndra,Maokai,Kha'Zix,Ryze,Ashe,Miss Fortune,0
117,2017,1530-1667,LPL,Vici Gaming,Red,Rengar,Camille,LeBlanc,Jhin,Caitlyn,Jayce,Elise,Orianna,Varus,Zyra,1
118,2017,1530-1668,LPL,Vici Gaming,Blue,Caitlyn,LeBlanc,Rengar,Ryze,Kha'Zix,Olaf,Elise,Syndra,Varus,Tahm Kench,0
119,2017,1530-1668,LPL,Team WE,Red,Ivern,Jayce,Camille,Zyra,Shen,Maokai,Lee Sin,Corki,Ezreal,Malzahar,1
120,2017,1530-1669,LPL,Team WE,Blue,Ivern,Olaf,Jayce,Zyra,Tahm Kench,Shen,Lee Sin,Ryze,Sivir,Malzahar,1
121,2017,1530-1669,LPL,Vici Gaming,Red,Rengar,Camille,LeBlanc,Ezreal,Caitlyn,Maokai,Kha'Zix,Orianna,Varus,Nami,0
122,2017,1531-1670,LPL,EDward Gaming,Blue,Ryze,Camille,Rengar,Karma,Thresh,Shen,Kha'Zix,LeBlanc,Ezreal,Zyra,1
123,2017,1531-1670,LPL,QG Reapers,Red,Jayce,Syndra,Varus,Ashe,Jhin,Maokai,Rek'Sai,Corki,Caitlyn,Malzahar,0
124,2017,1531-1671,LPL,QG Reapers,Blue,Jayce,Syndra,Zyra,Miss Fortune,Tahm Kench,Trundle,Elise,Ryze,Varus,Malzahar,0
125,2017,1531-1671,LPL,EDward Gaming,Red,Camille,Rengar,Karma,Shen,Lee Sin,Maokai,Kha'Zix,LeBlanc,Jhin,Taric,1
126,2017,1532-1672,LPL,Game Talents,Blue,Kha'Zix,Shen,Rengar,Elise,Ivern,Jayce,Rek'Sai,Corki,Jhin,Malzahar,1
127,2017,1532-1672,LPL,Newbee,Red,Camille,LeBlanc,Ryze,Ezreal,Caitlyn,Poppy,Rumble,Syndra,Varus,Miss Fortune,0
128,2017,1532-1673,LPL,Newbee,Blue,LeBlanc,Varus,Ryze,Syndra,Cassiopeia,Jayce,Ivern,Corki,Ezreal,Zyra,0
129,2017,1532-1673,LPL,Game Talents,Red,Kha'Zix,Rengar,Camille,Shen,Maokai,Rumble,Rek'Sai,Viktor,Caitlyn,Malzahar,1
130,2017,1533-1674,LPL,Snake Esports,Blue,Shen,Zyra,LeBlanc,Jhin,Syndra,Nautilus,Elise,Cassiopeia,Varus,Miss Fortune,0
131,2017,1533-1674,LPL,Oh My God,Red,Rengar,Camille,Kha'Zix,Fiora,Kennen,Maokai,Lee Sin,Jayce,Sivir,Malzahar,1
132,2017,1533-1675,LPL,Oh My God,Blue,Kha'Zix,Kennen,Camille,Cassiopeia,Corki,Maokai,Lee Sin,Ekko,Jhin,Malzahar,1
133,2017,1533-1675,LPL,Snake Esports,Red,LeBlanc,Rengar,Shen,Graves,Ryze,Fiora,Rek'Sai,Syndra,Varus,Miss Fortune,0
134,2017,1534-1676,LPL,I May,Blue,Elise,LeBlanc,Kha'Zix,Syndra,Jayce,Nautilus,Graves,Varus,Ziggs,Lulu,0
135,2017,1534-1676,LPL,Invictus Gaming,Red,Camille,Shen,Rengar,Zyra,Tahm Kench,Maokai,Lee Sin,Orianna,Jhin,Malzahar,1
136,2017,1534-1677,LPL,Invictus Gaming,Blue,Malzahar,Ryze,Kha'Zix,Orianna,Varus,Camille,Rek'Sai,Cassiopeia,Ashe,Zyra,1
137,2017,1534-1677,LPL,I May,Red,LeBlanc,Rengar,Lee Sin,Syndra,Jhin,Maokai,Elise,Corki,Caitlyn,Tahm Kench,0
138,2017,1535-1678,LPL,Royal Never Give Up,Blue,Caitlyn,Sivir,Kha'Zix,Ashe,Ezreal,Jayce,Elise,Syndra,Varus,Miss Fortune,1
139,2017,1535-1678,LPL,LGD Gaming,Red,Camille,LeBlanc,Rengar,Ryze,Zyra,Shen,Ivern,Orianna,Twitch,Malzahar,0
140,2017,1535-1679,LPL,LGD Gaming,Blue,Varus,Jayce,LeBlanc,Elise,Maokai,Shen,Kha'Zix,Azir,Jhin,Zyra,0
141,2017,1535-1679,LPL,Royal Never Give Up,Red,Caitlyn,Camille,Rengar,Orianna,Syndra,Rumble,Rek'Sai,Ryze,Sivir,Malzahar,1
142,2017,1536-1757,LPL,Snake Esports,Blue,Malzahar,Rengar,LeBlanc,Gragas,Ryze,Maokai,Elise,Talon,Ashe,Lulu,0
143,2017,1536-1757,LPL,Team WE,Red,Varus,Jhin,Camille,Thresh,Orianna,Nautilus,Graves,Cassiopeia,Ezreal,Karma,1
144,2017,1536-1758,LPL,Team WE,Blue,Orianna,Camille,Malzahar,Fiora,Kennen,Maokai,Graves,Syndra,Jhin,Karma,1
145,2017,1536-1758,LPL,Snake Esports,Red,Rengar,LeBlanc,Varus,Miss Fortune,Cassiopeia,Gragas,Kha'Zix,Ryze,Sivir,Zyra,0
146,2017,1537-1759,LPL,Invictus Gaming,Blue,Ryze,Camille,Kha'Zix,Orianna,Jhin,Nautilus,Nidalee,Jayce,Ashe,Zyra,1
147,2017,1537-1759,LPL,Newbee,Red,LeBlanc,Rengar,Varus,Cassiopeia,Elise,Maokai,Graves,Syndra,Sivir,Malzahar,0
148,2017,1537-1762,LPL,Newbee,Blue,LeBlanc,Zyra,Jayce,Cassiopeia,Syndra,Shen,Rengar,Orianna,Ashe,Tahm Kench,0
149,2017,1537-1762,LPL,Invictus Gaming,Red,Camille,Ryze,Varus,Miss Fortune,Lulu,Gangplank,Kha'Zix,Corki,Jhin,Malzahar,1
150,2017,1538-1767,LPL,LGD Gaming,Blue,LeBlanc,Jayce,Camille,Cassiopeia,Ryze,Rumble,Graves,Corki,Jhin,Thresh,1
151,2017,1538-1767,LPL,EDward Gaming,Red,Malzahar,Varus,Rengar,Zyra,Orianna,Maokai,Kha'Zix,Syndra,Ezreal,Karma,0
152,2017,1538-1769,LPL,EDward Gaming,Blue,Rumble,Graves,Rengar,Elise,Corki,Camille,Kha'Zix,Syndra,Ashe,Lulu,1
153,2017,1538-1769,LPL,LGD Gaming,Red,LeBlanc,Varus,Jayce,Ryze,Cassiopeia,Gragas,Lee Sin,Ekko,Jhin,Malzahar,0
154,2017,1538-1771,LPL,LGD Gaming,Blue,LeBlanc,Jayce,Camille,Ryze,Syndra,Rumble,Lee Sin,Orianna,Caitlyn,Karma,0
155,2017,1538-1771,LPL,EDward Gaming,Red,Graves,Varus,Rengar,Elise,Rek'Sai,Maokai,Kha'Zix,Zed,Ashe,Nami,1
156,2017,1539-1772,LPL,Royal Never Give Up,Blue,Ryze,Camille,Jayce,Rumble,Gangplank,Shen,Kha'Zix,Orianna,Varus,Zyra,0
157,2017,1539-1772,LPL,Game Talents,Red,Syndra,LeBlanc,Graves,Miss Fortune,Lulu,Maokai,Rengar,Corki,Jhin,Malzahar,1
158,2017,1539-1773,LPL,Game Talents,Blue,Syndra,Graves,Jayce,Maokai,Thresh,Rumble,Rengar,Orianna,Jhin,Braum,0
159,2017,1539-1773,LPL,Royal Never Give Up,Red,Camille,Malzahar,LeBlanc,Tahm Kench,Shen,Gragas,Kha'Zix,Ryze,Varus,Karma,1
160,2017,1539-1776,LPL,Royal Never Give Up,Blue,Jayce,Malzahar,Camille,Kled,Tahm Kench,Maokai,Kha'Zix,Ryze,Ezreal,Karma,1
161,2017,1539-1776,LPL,Game Talents,Red,Syndra,LeBlanc,Graves,Caitlyn,Jhin,Shen,Rengar,Cassiopeia,Varus,Miss Fortune,0
162,2017,1540-1777,LPL,Vici Gaming,Blue,Malzahar,Maokai,LeBlanc,Nautilus,Darius,Camille,Graves,Ryze,Caitlyn,Lulu,0
163,2017,1540-1777,LPL,I May,Red,Rumble,Jayce,Shen,Syndra,Sivir,Renekton,Rengar,Orianna,Varus,Tahm Kench,1
164,2017,1540-1778,LPL,I May,Blue,Rumble,Jayce,Shen,Syndra,Olaf,Nautilus,Kha'Zix,Ryze,Varus,Zyra,1
165,2017,1540-1778,LPL,Vici Gaming,Red,Camille,Rengar,Graves,Orianna,Tahm Kench,Maokai,Ivern,Cassiopeia,Sivir,Malzahar,0
166,2017,1541-1779,LPL,Team WE,Blue,Jayce,LeBlanc,Rengar,Elise,Nidalee,Nautilus,Graves,Syndra,Jhin,Malzahar,1
167,2017,1541-1779,LPL,Invictus Gaming,Red,Camille,Varus,Kha'Zix,Ryze,Orianna,Maokai,Lee Sin,Katarina,Ashe,Zyra,0
168,2017,1541-1780,LPL,Invictus Gaming,Blue,Malzahar,Graves,Camille,Ryze,Orianna,Gangplank,Rengar,Syndra,Jhin,Karma,0
